,NumberOfTime30-59DaysPastDueNotWorse,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,bins_age,bins_MonthlyIncome,bins_RevolvingUtilizationOfUnsecuredLines,bins_DebtRatio
43388,1,7,0,0,0,0.0,5,6,3,1
93831,0,4,0,0,0,0.0,11,5,0,3
122324,0,12,0,1,0,0.0,8,2,2,2
15705,0,13,0,1,0,0.0,8,5,1,3
142707,0,4,0,0,0,0.0,5,4,0,0
57398,0,4,0,1,0,0.0,6,9,1,1
117928,0,9,0,0,0,0.0,3,3,2,0
34567,0,8,0,2,0,0.0,3,6,2,2
46268,0,4,0,0,0,0.0,4,4,1,0
119872,0,8,0,1,0,0.0,8,6,1,0
38427,0,10,0,1,0,0.0,11,5,0,0
111179,0,4,0,0,0,1.0,6,3,3,1
66383,0,7,0,1,0,1.0,7,5,1,3
143054,0,8,0,0,0,0.0,5,5,0,0
12604,0,9,0,0,0,1.0,6,7,2,1
124504,0,12,0,0,0,1.0,4,8,1,0
6021,0,3,0,1,0,0.0,12,5,1,3
103679,0,12,0,1,0,1.0,7,3,1,1
122636,0,4,0,0,0,0.0,6,5,3,0
55372,1,9,0,0,0,0.0,2,4,2,0
58934,0,5,0,1,0,0.0,8,9,0,0
81020,1,12,0,2,0,1.0,5,3,1,2
61137,0,10,0,1,0,0.0,11,4,1,1
132571,0,34,0,4,0,2.0,10,9,2,2
29958,0,7,0,0,0,0.0,3,3,2,0
79183,2,15,0,0,0,0.0,8,7,1,0
12922,0,6,0,0,0,0.0,10,9,1,0
80939,0,17,0,1,0,0.0,7,5,2,2
66297,0,11,0,0,0,0.0,9,9,2,1
1954,0,6,0,2,0,0.0,4,5,2,3
56557,0,10,0,0,0,0.0,11,3,1,0
127638,0,4,0,0,0,4.0,3,5,2,0
62196,0,4,0,2,0,0.0,5,9,3,2
17554,0,5,0,1,0,0.0,11,5,0,3
59581,0,7,0,1,0,0.0,12,3,1,2
57175,0,7,0,0,0,0.0,2,3,0,0
138796,0,20,0,2,0,0.0,7,7,0,1
121098,0,18,0,1,0,2.0,4,6,0,1
66420,1,16,0,2,0,2.0,6,9,1,1
84357,0,45,0,1,0,0.0,9,5,1,3
59632,0,5,0,1,0,3.0,4,9,3,0
40806,0,6,0,4,0,0.0,6,9,2,2
727,0,15,0,2,0,4.0,8,8,2,2
62135,0,9,0,0,0,0.0,6,5,3,3
68631,0,20,0,3,0,0.0,7,7,2,2
130034,0,10,0,2,0,3.0,4,5,3,2
111690,0,10,0,0,0,0.0,9,3,0,0
61243,0,12,0,5,0,0.0,5,9,3,2
135770,0,13,0,1,0,0.0,11,7,1,1
54085,0,7,0,1,0,0.0,6,3,2,2
110421,0,3,0,1,0,1.0,8,9,1,0
77751,0,9,0,2,0,2.0,5,9,2,2
50306,0,5,0,1,0,0.0,11,5,2,3
53297,0,5,0,0,0,0.0,12,4,0,0
86449,0,10,0,2,0,0.0,4,9,3,0
101198,0,4,0,1,0,0.0,9,3,0,2
18591,0,5,0,0,0,1.0,10,8,3,0
13754,0,4,0,0,0,1.0,2,6,3,0
66436,1,15,0,2,1,0.0,10,5,2,2
6351,0,7,0,0,0,0.0,8,5,2,1
57751,1,20,0,2,0,1.0,8,9,3,2
100124,0,9,0,1,0,2.0,8,4,1,2
82116,0,5,0,0,0,0.0,2,2,1,0
94966,1,16,0,1,0,3.0,6,1,1,3
114494,0,16,0,1,0,0.0,9,9,3,2
24703,0,6,0,1,0,0.0,4,3,2,0
28387,0,13,0,1,0,1.0,12,3,0,2
128261,0,10,0,1,0,0.0,7,9,2,1
112984,0,6,0,3,0,0.0,9,9,2,0
139909,0,11,0,2,0,2.0,9,9,1,2
30675,1,12,0,2,0,0.0,9,9,2,1
88753,1,3,0,2,0,2.0,6,9,3,0
81922,0,6,1,2,0,0.0,8,9,1,1
15457,0,6,1,1,0,0.0,4,7,3,1
13843,2,13,0,2,1,1.0,7,4,0,1
42293,0,7,0,2,0,0.0,10,8,2,1
26519,0,12,0,0,0,0.0,7,4,3,2
101994,1,3,2,0,0,1.0,3,3,3,0
103144,0,10,0,1,0,0.0,4,5,2,2
118490,0,7,0,0,0,0.0,12,2,0,0
71516,0,10,0,2,0,0.0,6,5,1,3
53821,0,18,0,1,0,0.0,8,8,3,2
41451,0,16,0,2,0,0.0,8,8,3,2
33435,1,10,0,2,0,1.0,9,4,3,2
109417,0,17,0,0,0,0.0,8,5,2,1
37799,2,11,0,1,0,0.0,6,8,0,2
149899,1,0,1,0,0,0.0,2,5,3,0
73051,3,12,0,0,0,0.0,6,7,2,0
131841,0,12,0,1,0,1.0,10,6,0,1
123415,1,14,0,1,0,4.0,5,8,3,1
28550,0,4,0,1,0,0.0,9,8,0,0
10940,0,6,0,0,0,3.0,5,9,3,0
138201,0,8,0,0,0,4.0,7,9,1,0
32358,0,4,0,1,0,0.0,7,5,2,3
4538,0,14,0,1,0,3.0,5,9,3,1
91958,0,16,0,2,0,2.0,6,9,3,2
136302,1,9,0,0,0,2.0,4,3,2,1
59023,0,11,0,1,0,0.0,6,8,0,1
9853,0,20,0,0,0,0.0,9,9,0,0
5428,0,6,0,0,0,0.0,2,3,1,1
126509,0,10,0,2,0,0.0,12,2,1,2
59159,0,15,0,2,0,2.0,9,9,1,2
9272,0,2,0,0,0,0.0,2,2,2,0
16359,0,4,0,1,0,0.0,6,5,2,3
146720,0,6,0,1,0,0.0,11,5,2,1
97654,0,6,0,2,0,0.0,3,3,0,2
138999,0,5,0,1,0,0.0,12,9,1,1
108047,0,9,0,2,0,0.0,4,0,0,3
100314,4,5,2,1,0,1.0,4,9,3,0
22343,1,9,0,5,0,0.0,9,3,0,3
12720,0,9,0,3,1,0.0,9,9,0,0
77295,0,2,0,0,0,0.0,10,5,0,3
131902,0,6,0,0,0,2.0,6,3,0,0
35967,0,4,0,1,0,0.0,4,8,2,1
48455,0,9,0,0,0,0.0,9,0,2,3
129988,0,3,0,1,0,0.0,11,3,1,1
142529,0,25,0,0,0,0.0,11,2,1,0
135548,2,5,0,1,0,0.0,10,6,3,1
122862,0,12,0,1,0,0.0,8,5,0,3
6017,0,12,0,2,0,0.0,9,4,3,3
115219,0,8,0,2,0,1.0,3,9,0,1
69269,0,3,0,0,0,0.0,11,3,1,0
52264,1,10,1,1,0,1.0,8,8,1,1
139440,0,6,0,0,0,1.0,6,5,0,0
80182,2,7,0,1,0,0.0,7,9,0,1
6917,0,2,0,0,0,0.0,12,3,0,0
5129,3,14,0,2,0,5.0,6,3,0,2
12847,0,16,0,1,0,1.0,6,3,2,2
10540,0,11,0,2,0,2.0,2,5,3,3
17641,0,16,0,1,0,1.0,4,5,2,1
48477,0,3,0,1,0,2.0,4,6,0,0
133054,0,9,0,1,0,4.0,3,7,3,2
10324,0,7,0,1,0,2.0,4,1,2,2
23529,0,4,0,1,0,0.0,8,3,2,2
1335,0,11,0,2,0,0.0,11,8,1,1
97306,0,7,0,1,0,2.0,4,6,2,2
34329,0,10,0,0,0,1.0,4,4,2,1
121404,3,7,3,0,3,1.0,3,5,2,0
28719,0,12,0,1,0,4.0,5,3,0,2
85120,0,4,0,1,0,0.0,12,3,0,0
142609,1,2,0,2,0,2.0,6,4,3,2
147615,0,16,0,0,0,2.0,5,4,1,1
11669,0,7,0,2,0,1.0,10,8,1,1
17354,0,11,0,0,0,0.0,12,5,1,3
17316,1,14,0,2,0,0.0,9,6,3,2
27740,3,14,0,1,0,3.0,6,1,3,3
134634,0,4,0,0,0,0.0,8,1,3,1
13592,0,26,0,7,0,0.0,9,5,2,3
116423,0,9,0,2,0,3.0,5,8,2,2
128956,0,8,0,2,0,0.0,6,3,3,2
91444,0,1,0,0,0,0.0,11,5,1,0
110976,0,1,0,0,0,0.0,9,5,0,3
119723,0,4,0,1,0,0.0,5,4,1,2
41942,0,10,0,1,0,2.0,5,9,3,1
58088,0,9,0,2,0,0.0,4,3,2,2
62289,0,7,0,0,0,0.0,9,7,1,0
135025,0,1,0,0,0,0.0,1,0,3,0
81344,0,12,0,0,0,0.0,2,4,1,0
48965,0,2,0,0,0,0.0,12,6,0,0
33640,0,17,0,0,0,0.0,11,3,2,1
90379,0,2,0,0,0,0.0,1,1,3,1
21816,0,3,0,0,1,1.0,3,4,2,0
147744,0,16,0,3,0,0.0,9,8,3,2
142431,0,9,0,1,0,0.0,8,5,2,2
22486,0,15,0,1,0,0.0,5,4,1,2
21528,0,6,0,2,0,0.0,6,4,3,2
131289,2,2,1,1,0,1.0,3,2,3,2
120276,0,1,0,0,0,0.0,6,5,1,3
36110,1,5,2,0,0,0.0,1,5,2,3
24354,0,5,0,1,0,3.0,6,7,1,1
12917,1,11,0,2,0,0.0,9,4,2,2
74565,0,3,0,0,0,0.0,10,3,2,1
133469,0,3,0,2,0,0.0,6,1,1,3
42291,0,10,0,1,0,0.0,4,6,2,2
142544,0,6,0,1,0,0.0,4,4,1,1
64714,0,6,0,2,0,0.0,9,8,2,1
106138,5,9,2,0,3,1.0,3,4,3,2
48961,0,9,0,0,0,1.0,2,9,0,0
116342,0,9,0,2,0,0.0,10,5,1,3
6216,0,2,0,1,0,0.0,7,5,2,3
118060,0,7,0,3,0,0.0,10,5,0,3
82555,0,5,0,1,0,0.0,10,3,2,2
113524,1,8,0,0,0,0.0,2,3,3,1
44248,0,8,0,2,0,0.0,4,6,0,2
74208,0,9,0,2,0,2.0,3,7,3,1
102307,0,0,2,0,0,1.0,7,4,3,0
7057,0,4,0,1,0,0.0,7,2,3,2
87775,0,8,0,2,0,0.0,10,5,2,3
96792,0,4,0,0,0,2.0,3,4,3,1
141732,1,17,0,2,0,0.0,9,7,3,2
7583,0,9,0,3,0,1.0,8,5,2,2
6755,0,7,0,0,0,2.0,4,5,2,3
80313,1,1,0,0,0,0.0,7,0,0,0
101050,0,13,0,1,0,0.0,4,1,2,3
147662,0,6,0,0,0,2.0,5,7,2,0
55972,0,3,0,0,0,1.0,12,2,1,0
42150,1,8,0,0,0,0.0,3,6,3,0
111211,0,14,0,2,0,0.0,7,5,0,3
21526,0,13,0,4,0,3.0,7,9,0,1
92813,0,6,0,1,0,0.0,5,5,0,3
118229,0,4,0,1,0,0.0,8,9,0,0
29057,0,6,0,0,0,0.0,12,1,3,2
126419,0,9,0,2,0,2.0,7,9,1,1
117414,0,10,0,2,0,2.0,4,9,0,1
22555,0,8,0,4,0,0.0,7,5,0,3
111140,0,6,1,0,0,0.0,2,4,3,1
111680,0,10,0,2,0,2.0,5,6,1,1
126356,0,6,0,0,0,0.0,3,4,1,0
134936,0,7,0,1,0,0.0,3,4,3,2
113561,0,5,0,1,0,1.0,4,7,2,1
81792,0,5,0,1,0,0.0,3,3,0,2
44685,0,7,0,1,0,1.0,3,8,1,1
2795,0,6,0,0,0,0.0,5,3,2,1
26294,0,5,0,0,0,0.0,2,2,0,0
8079,0,9,0,2,0,3.0,4,4,1,1
140008,0,3,0,1,0,0.0,6,4,2,2
142339,0,3,0,0,0,0.0,10,5,1,3
143129,0,7,0,0,0,0.0,12,5,1,3
78497,0,10,0,2,0,1.0,6,9,0,1
125246,0,2,0,0,0,0.0,2,4,3,0
93956,0,7,0,1,0,0.0,5,5,2,1
62597,0,5,0,0,0,0.0,12,5,0,0
67113,0,3,0,1,0,0.0,10,8,2,1
70680,0,11,0,2,0,1.0,3,9,1,1
88111,1,9,0,2,0,0.0,8,5,1,3
139230,0,4,0,0,0,0.0,12,5,1,3
23633,0,7,0,1,0,1.0,6,7,0,1
25011,0,5,0,0,0,0.0,10,5,0,0
71645,1,8,1,2,1,2.0,5,8,2,1
117943,0,2,0,0,0,2.0,2,2,3,0
120437,0,8,0,2,0,2.0,7,9,2,1
22123,0,7,0,2,0,2.0,7,7,1,1
61298,0,6,0,1,0,0.0,3,5,2,3
64630,1,2,0,0,0,1.0,2,2,1,0
99828,0,5,0,0,0,0.0,5,3,3,2
37564,0,10,0,2,0,0.0,8,9,2,1
59197,0,4,0,1,0,0.0,9,5,2,3
109716,0,0,0,0,0,0.0,2,5,3,3
105564,0,5,0,0,0,0.0,11,9,1,0
91785,0,8,0,0,0,0.0,9,1,2,2
71008,0,7,0,1,0,1.0,7,6,0,1
142891,0,19,0,2,0,0.0,10,7,1,1
74571,0,8,0,2,0,0.0,3,3,3,1
126353,0,5,0,2,0,0.0,7,5,1,3
108141,0,18,0,2,0,3.0,9,9,3,1
18716,0,6,0,1,0,2.0,7,6,2,1
48110,1,14,0,2,0,1.0,12,6,2,2
51312,0,10,0,3,0,0.0,8,9,0,1
139467,0,8,0,0,0,0.0,8,2,1,0
139642,0,13,0,2,0,1.0,6,6,2,2
139111,1,7,1,1,0,1.0,6,2,3,2
107280,0,1,0,0,0,0.0,2,1,3,0
41223,0,10,0,2,0,3.0,6,9,0,1
39983,0,5,0,0,0,0.0,5,8,0,0
116421,0,14,0,1,0,1.0,11,6,0,1
101876,0,6,0,0,0,0.0,11,5,1,3
116903,0,16,0,2,0,0.0,6,5,0,3
70953,0,12,1,4,0,2.0,7,9,2,1
120281,0,16,0,2,0,1.0,3,4,2,2
90908,0,12,0,2,0,0.0,5,9,1,2
73801,0,3,1,0,0,0.0,2,3,3,0
49254,0,14,0,1,0,0.0,11,5,0,1
113625,0,18,0,3,0,0.0,10,5,0,3
133020,0,11,0,4,0,3.0,7,9,1,2
17279,1,6,0,0,0,0.0,4,2,2,0
84567,0,2,0,0,0,0.0,2,0,0,3
14931,3,10,0,1,0,0.0,2,5,3,1
115199,0,5,0,1,0,2.0,3,8,3,1
145451,0,15,0,0,0,0.0,3,9,3,1
61474,0,12,0,1,0,1.0,8,6,2,1
25854,0,13,0,1,0,1.0,8,9,0,1
51868,0,3,0,0,0,0.0,2,3,3,1
19098,0,14,0,2,0,3.0,6,9,0,0
144149,0,6,0,1,0,0.0,12,5,1,3
136987,0,3,0,0,0,0.0,10,0,0,0
4323,0,11,1,3,1,0.0,8,6,3,2
43220,0,2,0,1,0,2.0,7,6,2,1
141978,0,3,0,0,0,2.0,3,3,2,0
128229,1,9,0,1,0,0.0,7,9,2,2
140231,0,4,0,1,0,1.0,8,6,1,1
60830,0,4,0,1,0,2.0,5,7,2,2
81319,0,5,0,1,0,1.0,8,5,1,3
107148,0,12,0,1,0,2.0,5,9,1,1
80513,0,15,0,3,0,2.0,9,9,0,2
102051,0,10,0,3,0,1.0,7,5,3,2
4142,1,2,0,0,1,0.0,1,5,3,3
48442,0,14,0,2,0,3.0,7,9,2,1
31689,0,9,0,2,0,0.0,9,5,2,2
44355,1,0,1,0,0,0.0,2,2,3,0
63174,0,8,0,1,0,0.0,5,5,0,3
50829,0,6,0,1,0,0.0,8,3,0,1
121853,0,16,0,3,0,0.0,8,5,1,3
31042,2,5,0,1,0,3.0,5,5,3,3
12066,0,8,0,0,0,0.0,6,5,2,3
14752,0,2,0,0,0,0.0,6,2,1,0
115704,0,6,0,0,0,0.0,5,3,2,1
38609,0,7,0,2,0,1.0,8,4,1,2
126662,1,11,0,0,0,1.0,5,4,2,1
79387,1,6,1,0,0,1.0,4,6,3,0
112933,0,10,0,1,0,5.0,7,9,1,0
71341,0,6,0,0,0,0.0,7,2,3,1
145523,1,8,0,0,0,0.0,10,5,3,3
117868,1,19,0,0,0,0.0,10,5,1,3
47698,1,6,0,0,0,0.0,4,5,2,3
65834,0,8,0,1,0,0.0,9,5,2,1
148481,1,25,0,3,0,0.0,6,5,2,3
121637,0,15,0,1,0,3.0,5,9,0,0
96485,0,6,0,1,0,0.0,3,3,3,2
68943,1,10,0,1,1,1.0,6,2,1,2
101734,0,14,0,1,0,0.0,11,5,0,0
74080,0,16,0,0,0,0.0,6,8,2,0
117768,0,11,0,2,0,2.0,8,5,1,1
83635,0,18,0,1,0,0.0,9,9,2,2
84479,0,1,0,0,0,0.0,11,5,0,0
89059,0,8,0,2,0,0.0,8,5,1,3
144118,0,4,0,0,0,2.0,4,1,1,0
126020,0,6,0,1,0,1.0,6,3,1,1
71597,0,15,0,1,0,0.0,9,5,1,1
63119,0,8,0,0,0,2.0,4,5,2,1
1326,0,5,0,0,0,2.0,5,5,3,0
53202,0,5,0,2,0,0.0,11,5,2,3
117591,0,4,0,0,0,0.0,11,2,0,0
40056,0,11,0,1,0,0.0,12,5,2,3
141692,1,2,0,0,0,0.0,10,5,3,3
113308,0,12,0,3,0,0.0,6,9,1,1
131632,1,4,5,0,0,1.0,8,4,3,1
140672,1,15,0,2,0,1.0,7,9,3,1
36715,0,5,0,1,0,0.0,7,5,0,3
53906,0,7,0,2,0,0.0,9,4,0,1
120666,0,24,0,2,0,0.0,6,9,2,2
83349,2,9,0,1,0,4.0,8,9,2,2
120149,0,6,0,2,0,0.0,9,3,1,1
120280,0,8,0,1,0,0.0,9,4,3,2
83638,0,10,0,3,0,1.0,8,5,0,3
149006,0,7,0,1,0,0.0,8,7,1,0
180,0,6,0,1,0,1.0,3,5,3,3
123234,0,7,0,1,0,0.0,9,5,2,3
101859,3,8,0,0,0,0.0,2,1,2,2
109273,0,4,0,0,0,0.0,2,1,2,0
88168,0,10,0,2,0,0.0,4,9,2,2
61401,0,3,0,0,0,1.0,8,8,0,0
139838,0,5,0,0,0,0.0,12,4,0,0
62096,0,8,0,1,0,0.0,11,5,0,1
75796,1,15,0,2,0,4.0,6,9,1,1
58493,0,3,0,0,0,0.0,12,5,0,3
20774,0,9,0,1,0,2.0,4,5,1,2
143019,0,4,0,0,0,0.0,12,5,0,3
117898,0,10,1,1,0,1.0,9,7,2,0
142137,0,7,0,1,0,0.0,8,9,1,1
83474,0,3,0,0,0,0.0,3,5,3,3
97102,0,8,0,0,0,0.0,6,3,0,0
117714,0,10,0,1,0,1.0,7,7,2,1
149559,0,14,0,3,0,0.0,10,5,3,3
66111,0,9,0,2,0,0.0,8,4,0,1
7563,0,13,0,3,0,0.0,6,8,3,3
79056,0,10,0,1,0,0.0,11,5,1,1
86445,2,6,0,1,2,0.0,8,5,0,3
134371,0,3,0,0,0,0.0,11,5,3,0
109780,0,5,0,0,0,0.0,9,9,0,0
12116,0,4,0,0,0,0.0,9,5,0,3
35380,0,8,0,3,0,0.0,11,9,1,1
3894,0,5,0,1,0,0.0,6,5,2,3
119161,0,4,0,2,0,2.0,4,5,1,3
126750,0,6,0,0,0,0.0,3,9,3,0
49887,0,13,0,1,0,0.0,8,5,1,3
73344,0,12,0,1,0,0.0,4,7,0,2
109903,0,7,1,0,0,1.0,5,8,1,0
65487,0,8,0,0,0,1.0,6,5,3,3
29367,0,6,0,1,0,0.0,5,3,2,2
46254,1,13,0,0,0,0.0,12,7,1,1
92488,0,3,0,1,0,0.0,9,5,0,3
5153,0,11,0,3,0,2.0,7,9,3,2
107338,0,7,0,0,0,2.0,7,0,3,2
144997,1,9,0,0,0,0.0,5,5,3,3
70383,0,7,0,2,0,0.0,7,2,0,1
7984,0,11,0,1,0,0.0,6,5,2,3
35368,0,7,0,1,0,1.0,6,2,3,3
137971,0,7,0,0,0,0.0,4,1,1,1
143261,0,15,1,3,0,2.0,5,9,2,1
44143,0,8,0,2,0,1.0,9,9,2,2
88507,0,4,0,2,0,0.0,8,7,1,2
87315,0,3,0,0,0,2.0,7,2,0,1
83122,0,3,0,2,0,0.0,2,4,1,2
139787,0,20,0,1,0,2.0,4,9,3,2
70893,0,5,0,0,0,3.0,7,5,0,0
89074,0,6,0,2,0,0.0,6,7,1,1
130298,0,12,0,1,0,2.0,8,7,1,0
114909,0,3,0,0,0,0.0,2,2,1,0
35399,0,11,0,9,0,0.0,8,7,3,3
59082,0,8,0,2,0,0.0,8,4,0,2
39601,0,3,0,0,0,0.0,2,3,3,0
98910,1,12,0,1,0,5.0,6,9,3,2
42906,0,7,0,0,0,0.0,5,4,2,0
125178,0,6,0,0,0,0.0,7,5,1,3
18687,0,3,0,1,0,0.0,4,5,1,3
138474,0,9,1,1,0,2.0,4,7,0,3
86079,2,15,0,1,0,0.0,7,3,1,2
82468,0,2,0,0,0,0.0,3,2,2,0
36977,0,8,0,0,0,0.0,8,5,1,0
74973,1,12,0,2,1,1.0,7,2,3,2
121231,0,8,0,0,0,0.0,7,8,1,0
95314,0,4,0,0,0,0.0,12,5,1,3
103688,0,6,0,3,0,2.0,8,6,0,2
108217,0,4,0,3,0,0.0,5,4,0,3
96517,0,12,0,1,0,0.0,10,2,2,3
120790,0,4,0,1,0,0.0,8,5,2,0
90375,0,4,0,1,0,1.0,8,9,0,0
10110,0,16,0,2,0,2.0,6,4,1,2
82313,0,10,0,1,0,2.0,6,9,0,1
129675,0,8,0,0,0,0.0,6,0,0,2
70290,0,15,0,1,0,3.0,7,4,2,2
111189,0,6,0,1,0,0.0,10,5,1,3
54430,0,9,0,1,0,2.0,7,6,0,0
67244,0,14,0,2,0,1.0,8,9,1,2
90381,0,3,0,1,0,0.0,9,5,0,3
78267,0,9,0,2,0,0.0,11,6,0,2
81689,0,11,0,2,1,5.0,4,7,1,1
106047,0,9,0,0,0,0.0,2,1,0,2
78902,0,7,0,0,0,0.0,11,1,2,2
4026,1,6,2,0,1,0.0,7,3,3,0
100552,0,10,0,1,0,0.0,8,5,0,1
51225,1,5,8,2,0,5.0,6,9,3,1
39613,1,10,0,2,0,0.0,10,3,2,3
87028,98,0,98,0,98,0.0,6,5,3,0
23361,0,3,0,1,0,0.0,12,5,0,3
4619,0,12,0,2,0,1.0,7,5,0,3
28234,1,7,0,1,0,0.0,9,5,0,3
109769,0,1,0,0,0,0.0,2,1,3,0
115910,0,11,0,1,0,0.0,8,5,2,3
114486,0,5,0,2,0,0.0,4,5,0,3
3017,0,5,0,2,0,2.0,5,6,2,1
121712,0,9,0,0,0,0.0,9,1,0,0
119061,0,15,0,2,0,0.0,3,9,2,1
14235,0,7,0,0,0,0.0,12,5,0,3
6247,0,8,0,0,0,0.0,11,5,2,3
144074,0,1,0,0,0,0.0,2,0,3,2
38112,1,12,0,1,0,3.0,6,5,0,1
126740,0,3,0,0,0,0.0,12,5,0,0
72739,0,1,0,0,0,0.0,12,5,0,0
12700,0,14,0,3,0,1.0,4,9,2,2
23449,0,7,0,0,0,1.0,7,2,1,0
149984,0,5,0,0,0,0.0,12,4,0,0
101589,0,9,0,2,0,0.0,5,5,1,3
134699,1,4,3,0,0,0.0,4,4,3,0
54170,2,8,0,0,0,1.0,6,4,1,0
80656,0,10,0,2,0,0.0,3,6,2,2
133188,1,6,0,0,0,0.0,12,5,1,3
52909,0,5,0,0,0,1.0,3,2,1,0
141980,0,16,0,0,0,2.0,9,2,0,1
106929,0,4,0,2,0,0.0,3,9,0,1
97122,0,8,0,0,0,0.0,3,1,2,2
75859,0,17,0,2,0,2.0,7,9,1,1
141415,0,6,0,1,0,2.0,4,2,3,3
55141,0,14,0,5,0,0.0,10,5,2,3
7714,0,15,0,2,0,0.0,9,7,2,2
146945,0,8,0,1,0,1.0,8,2,3,2
20450,0,13,0,0,0,0.0,6,9,3,0
122120,0,14,0,1,0,0.0,9,9,0,1
5430,0,4,0,1,0,0.0,8,5,1,3
71747,0,8,0,1,0,0.0,4,9,1,1
90638,0,8,0,4,0,0.0,7,3,0,2
146284,1,7,0,0,0,1.0,2,5,2,1
110474,0,1,0,0,0,0.0,9,5,0,3
36952,0,5,0,1,0,1.0,8,8,1,1
53864,0,14,0,2,0,0.0,6,9,1,1
8426,0,2,0,1,0,0.0,7,7,1,0
52989,0,12,0,2,0,0.0,10,5,1,1
117241,1,35,0,2,1,0.0,7,9,3,2
7983,0,8,0,2,0,1.0,9,7,1,2
89460,0,7,0,3,0,0.0,9,5,3,3
37842,0,5,0,0,0,0.0,10,5,2,3
8886,0,4,0,3,0,0.0,4,9,1,0
137323,0,5,0,0,0,0.0,2,3,1,0
110114,0,8,0,1,0,0.0,3,5,0,3
109533,0,9,0,1,0,2.0,5,6,1,2
52775,1,5,0,0,0,0.0,7,5,1,3
2679,4,14,1,1,0,2.0,5,0,3,3
122253,0,5,0,1,1,0.0,7,5,3,3
118112,4,8,1,0,3,1.0,7,5,3,3
57320,0,16,0,1,0,3.0,6,3,0,1
133835,0,6,0,1,0,2.0,6,0,1,3
59141,0,0,0,0,0,0.0,4,5,3,0
37446,2,8,0,3,0,0.0,7,5,0,3
147891,0,11,0,1,0,0.0,9,3,1,2
25470,0,7,0,0,0,0.0,12,5,1,3
62958,0,9,0,1,0,2.0,6,3,2,2
133576,0,3,0,1,0,1.0,4,1,2,2
81693,0,10,0,0,0,2.0,8,0,0,3
64095,1,2,0,0,0,0.0,1,5,3,3
64653,0,7,1,2,1,3.0,5,9,1,1
70288,0,6,0,1,0,0.0,10,5,0,3
69718,0,7,0,2,0,2.0,5,5,2,3
84736,1,8,0,4,0,0.0,2,5,0,3
140265,0,24,0,2,0,0.0,10,5,1,3
111550,1,9,0,1,0,1.0,9,9,2,1
4819,0,2,0,0,0,0.0,3,5,1,0
51267,0,3,0,0,0,0.0,6,5,0,3
142989,0,9,0,1,0,0.0,9,8,2,1
5671,0,17,0,1,0,0.0,8,4,0,1
84927,0,9,0,6,0,1.0,4,9,2,3
45702,0,8,0,1,0,1.0,10,2,2,2
123020,0,12,0,0,0,0.0,4,6,1,0
34947,0,6,0,0,0,1.0,9,4,1,0
104369,0,2,1,0,0,0.0,6,4,3,0
67898,0,9,0,2,0,1.0,10,5,2,3
105251,0,10,0,2,0,0.0,8,5,1,3
73551,0,11,0,1,4,1.0,9,4,3,3
10865,2,8,0,1,0,1.0,4,2,2,2
114457,0,6,0,1,0,1.0,7,9,1,0
22735,0,11,0,2,0,1.0,12,8,2,1
82128,0,6,0,2,0,5.0,5,4,2,2
110355,0,13,0,0,0,0.0,11,2,1,0
139671,0,22,0,1,0,1.0,5,9,1,0
104633,0,7,0,0,0,2.0,8,3,2,1
62259,0,9,0,1,0,1.0,3,6,0,1
117131,0,7,0,1,0,0.0,9,5,2,2
61520,0,3,0,0,0,0.0,7,5,0,3
115292,0,4,0,0,0,1.0,4,3,1,0
67118,1,9,0,2,0,3.0,4,9,3,1
116388,0,16,0,3,0,3.0,4,5,2,3
1808,0,3,0,0,0,3.0,7,4,2,0
34717,0,6,0,1,0,1.0,11,4,1,0
117870,1,7,0,0,0,1.0,6,9,2,0
27503,0,8,0,1,0,1.0,5,5,3,2
40682,0,5,0,0,0,0.0,3,2,3,1
135209,0,5,0,0,0,0.0,2,2,1,0
86981,0,7,0,2,0,0.0,6,9,3,1
107684,0,5,0,2,0,0.0,3,7,0,2
115368,0,5,0,4,0,2.0,7,9,3,2
72039,0,13,0,2,0,3.0,5,8,3,2
47477,0,7,0,3,0,0.0,7,9,1,2
49898,0,17,0,1,0,0.0,9,9,1,1
34232,0,5,0,1,0,0.0,12,5,0,3
118537,0,5,0,2,0,0.0,9,0,0,3
128997,0,5,0,1,0,0.0,8,9,1,1
88766,0,4,0,0,1,0.0,10,5,2,3
39924,0,9,0,3,0,0.0,10,9,0,3
91569,0,0,0,0,1,0.0,1,1,3,0
34876,0,4,0,0,0,0.0,11,5,1,0
84846,0,5,0,2,0,0.0,11,3,0,2
138284,0,3,0,0,0,3.0,5,9,1,0
52462,0,8,0,1,0,0.0,7,6,2,2
126883,0,5,0,1,0,3.0,6,3,0,2
45238,0,7,0,0,0,0.0,9,3,0,0
73142,0,2,0,0,1,0.0,7,3,3,0
42973,1,4,0,1,0,0.0,3,5,3,3
12255,0,6,0,0,0,0.0,9,6,0,0
146544,0,10,0,1,0,0.0,4,2,2,2
3502,0,11,0,2,0,2.0,7,9,1,1
112854,0,3,0,0,0,0.0,12,2,1,0
42721,0,7,0,1,0,1.0,3,5,1,1
115597,0,7,0,0,0,1.0,7,5,1,3
72789,3,7,0,0,0,0.0,2,4,2,0
